,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0.022411725432187637,0.039688871376216135,0.07668176496483053,0.023298632681911485,-0.04591142207414514,-0.0431837631908575,0.03849128920739242,-0.035253877211210205,0.0015322732615287299,-0.10898998554753521,0.020479220144228955,0.17337655945434646,0.16616533470897715,0.06679196090696803,-0.03445648795003632,-0.24242568843359819,-0.07814614499246852,0.03680350549936491,-0.03181824883663458,-0.04048261217583813,-0.03726627126698541,-0.030656852803512463,0.12698759080651228,0.12492954955202842,-0.09119483324145089
1,0.047546949897500204,-0.12024962779545828,0.08041161934375157,-0.016426920937278735,0.016709536014074173,0.08174550937038014,0.06881135186626829,-0.018202550227238615,-0.025878944633113132,0.08707276088940204,0.0018615722623895048,-0.1495332234888635,0.03568183499473081,-0.08614069905850258,0.10557318432739696,0.10929381472521363,0.006933830639339953,-0.003496763319416455,-0.03818955338327058,-0.07041076767058944,0.021554960643561074,0.12140125086825977,0.10170651147181424,0.06975916086495221,-0.06677980893303359
2,-0.025512666890751576,-0.12691811926301885,0.07792879152390049,-0.04975566647159036,-0.085989103626965,0.1447202536159219,0.06943679810060441,-0.06327997004000804,0.06804516583034312,0.10998155757234845,-0.016599311051736267,-0.10218458325277259,-0.081017427016722,0.04487798975813138,-0.00797048020964733,0.023281253690812638,-0.013142672658684948,0.11113848073100974,-0.09457192099715345,-0.08998215865936816,0.06543740416055482,0.04297814591753506,0.089036883882716,0.023557174426351163,0.07332109398074645
3,-0.00512069146972573,-0.05984079168608859,0.11743171389360799,-0.05033581542708213,-0.10086527898258614,-0.014942763418206662,0.012838325139637109,-0.02148599417442583,-0.06304693766465083,-0.10380970458250573,0.006411607737965175,-0.09828704275645092,-0.19069378981390744,0.06724058795906704,-0.03330022037347499,0.18556725918323885,0.01969674678744937,0.12563754368391028,-0.07579588819372036,0.07832912897735,-0.017403802077375515,-0.06673188464484561,0.10469604094568989,-0.06710331429922109,-0.06281172500763187
4,-0.036454661569964394,-0.13663138406199998,0.06948795451850995,-0.08462070789740489,0.05439724798188726,0.11499129192956324,-0.021349591440083627,-0.03677559873550907,-0.07995914399212006,0.053214136936108165,-0.023796444419721716,-0.0661770833612305,0.035974893289435914,-0.06963741921855153,0.0928112163941512,0.15489380212993809,-0.06151139896680141,0.06003334853844961,0.03142192026919651,0.07290439421880938,0.0804384068101158,-0.01222814121773248,0.07947571040519257,-0.12911112701848704,0.0698777809211219
5,-0.05276034131569052,-0.11667132610041571,0.053437118981302274,-0.03678885030819706,0.07393852771896701,0.07510667411192781,0.10813078387028568,-0.005520769738995811,0.023493553983039484,-0.07387099008995132,0.04759473523112946,0.03868438700489105,0.007394394137683363,-0.024589775673430164,0.12060302490317011,0.1721073278170455,-0.026518249877995344,0.05138673804704916,0.023667714753333673,0.05021803586656756,-0.08018468026182109,0.03908004365161535,-0.06119507265979385,-0.1315930454071844,-0.0597788969415493
6,-0.06082048186502086,-0.12975424316115655,0.04984199549106669,-0.03414764770135964,-0.016382330787734243,0.02979464838340322,0.025436315529315478,-0.021758404019922004,-0.06470474176445853,0.07977126469723694,-0.04113773065572748,-0.058066945572406305,-0.060170233912707025,-0.03217663358371102,0.10269434220068575,0.1415159222277287,0.08380139193520841,-0.06456679678721321,-0.07240669339169066,-0.10856805636371791,-0.013405984694002927,-0.044696790889249244,-0.11272710452529189,-0.04255955490540439,0.12913793417594044
7,0.09604967600415364,0.04127395731449539,0.054761789205935496,0.07687686197199356,0.022442595525460077,-0.013830508475496679,0.0469248276037163,-0.03547162520093937,0.07244826935962606,-0.038959351124922235,-0.03361362920065512,-0.06630095849788512,-0.10935445891372146,-0.025966307770936715,0.07946562892035704,0.133333890929314,-0.04877709439018089,0.005878167845075211,-0.0786409363535289,0.11428740213100139,-0.026601427663341164,-0.09771847556414395,-0.02691808356051833,0.015203446410823223,0.12937237620115863
8,0.11207157937829522,0.005134070165995222,-0.10750361564025207,0.042669563785868926,-0.09574129314181068,0.006196259907144265,0.028784320776568267,-0.04738682681348156,-0.06852192185631362,-0.02918081934931934,-0.11324563247125599,-0.10825416878108617,-0.04250483322673776,-0.04039963473971867,0.1271525543691252,-0.012488936203980686,0.09989401549087339,0.08862369013846096,0.009968563703130736,-0.08942612758175562,0.023800025976618185,-0.06287344648127961,0.0994354790122076,0.050337825375958656,-0.058727286467186585
9,0.08669463863924708,-0.08605171660093018,-0.04188213625622225,-0.04436986787264671,0.009909450867670918,0.09071755173688906,0.11256185878264043,0.07484125641876971,0.007136383816777739,0.03960557986652085,-0.1431787247519053,-0.04215887025816254,-0.054880111776082194,0.01732952889365459,-0.015140551175786797,-0.0326247748023525,-0.017336281417807277,0.02497201042613836,-0.07945743049877953,-0.06615983971605595,-0.10689120362763269,-0.11204843470519257,-0.033489910977727064,0.029821476941677805,0.043723245972032594
10,0.09769011556924352,0.06618207178011026,0.08571544412014054,0.07753492425377596,-0.0336321422451582,-0.05219129206047511,-0.08807846698157629,0.094441266903043,-0.011122688288610134,0.10157004496739044,0.005849738786841335,-0.0009466607525154408,-0.01511699373928567,-0.119681344004313,-0.018749951928145995,0.08438932772897778,-0.12251973278830033,0.07223168272933686,-0.06561448294078576,0.08795967987260743,0.027044251836659806,-0.03851425416006985,-0.04472882619706067,-0.011770666090608698,-0.04895025180075165
11,-0.07027121643787473,-0.10694536077237982,-0.04450545254333307,0.05251571835511226,-0.0984059258487257,-0.012628590063311677,0.001379873988980488,0.1427030553517693,-0.10971402793215679,0.11365762438856515,-0.10955800203231753,0.01508385741947997,0.027485479905098878,-0.06293856261657718,0.10253815920833856,0.1345495471593921,0.04719376042660525,-0.019817908512396464,0.06590078769601998,0.06099217860407242,-0.14750583098632297,0.04482391817247626,-0.09982430628793301,0.08693661854084747,0.08182583253148375
12,-0.1119174516177091,0.09684023395758884,0.12407644955241294,-0.08674351973021648,0.035153687027624614,-0.06973807372466172,-0.08569729507666221,0.08156153575440239,-0.056517953216340525,0.11651919897240803,-0.10185047668016184,-0.14546208751454986,-0.09941180240387733,0.01211994169687332,0.05342751529138686,0.14336926926598928,0.10310613322090682,0.07868708565244811,-0.11824275409121576,-0.02144896244353705,0.08517449135849031,0.01735364576887858,0.05431545449048128,-0.025352197926052422,-0.06748307742530736
